email,spam
"Subject: rw : howard confirmation for vince  hi vince - please examine . i think it ' s going to happen and you have  confirmation below - need sleep it ' s 3 : 30 pst - i ' ll need 7 hours sleep and  then i ' ll be up . . . add 2 more for time difference and i ' ll be available for  you , at your service ( your time around ( 1 : 30 afternoon ) .  i called rachel @ enron london - she said it is set up too . i am confident .  thank you for the opportunity .  jeff wesley 949 813 2241  hi howard ,  > please find following confirmation as promised .  >  >  > date of interview : tuesday 30 january 2001  >  > time of interview : 2 . 30 pm  >  > interviewers : 2 . 30 pm nigel price - credittrading  > 3 . 00 pm ben parsons - research & trading  > controls - senior specialist  > 3 . 30 pm vasant shanbhogue research  > group houston  >  >  > address : 40 grosvenor place  > london  > swlx 7 en  >  > switchboard : 020 7783 - 0000  >  > closest tube / train station : victoria  >  >  > location map attached  > ( see attached file : location map . pdf )  >  > manager  > robert walters  > manager  > risk & quantitative analysis  * get free , secure online email at http : / / www . ziplip . com / *",0
"Subject: java for managers ! ! !  vince ,  durasoft ( who just taught the java class for our group ) offers a 3 - day short  course in java for managers . details are below , if you are interested .  - - stinson  - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 04 / 16 / 2001  12 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" siva thiagarajan "" on 04 / 16 / 2001 11 : 25 : 50 am  please respond to "" siva thiagarajan ""  to :  cc :  subject : java for managers ! ! !  hi stinson ,  ?  thanks for meeting with us on thursday . ? we enjoyed  talking with you .  ?  as per our discussion , i have attached the course  outline of java for managers along with this email .  after our conversation with you we think this course  may be a little bit heavy for your group . ? but we can definetly  take it down to concepts level and make it appropriate for  our audience . ? please review and let me know , if this  course would be of value to you . ? this is a 3 day course  and costs $ 11 , 000 ( maximum of 15 students ) .  ?  regards ,  ?  - siva  - oojavaformanagers . doc",0
"Subject: re : wednesday lunch - credit group  hi , everybody ,  get ready for our lunch meeting : this wednesday , april 19 , the  "" new credit model development and testing team "" is going to go to vincent ' s  restaurant .  the address is 2701 w . dallas , the reservation is made for 11 : 30 a . m .  see you there ,  tanya .",0
"Subject: update on spring conference  hello everyone ,  i wanted to get a message out to each of you to update you on the february  23 conference plans . the conference promises to provide an exciting  opportunity to share the ideas of a diverse group of academic and industry  professionals on a topic that is dear to all our hearts , the future of  business education in the new economy . i will be sharing updates and  information with you over the weeks to come but thought it might be useful  to start before the holidays .  i am attaching the most recent "" description of the program of events "" which  remains somewhat fluid as we develop it . however , there are some new  developments that you will find interesting . first , i have arranged for  "" filming "" of the event by our local public tv station and we will be  working toward the development of the best product possible out of the  sessions . second , david palumbo ( human code - - an internet content  provider - http : / / www . humancode . com / index 2 . htm - now owned by sapient ) will  join us . david is very knowledgable about both educational issues ( he  served on the faculty of the university of houston for 10 years before  joining human code ) . he has some very interesting insights to offer on the  future of higher education having now worked from the industry side of the  equation ) . finally , i am currently reading a couple of books that you may  find interesting ( telecosm and the new barbarian manifesto ) . i ' m sure  there are many more interesting sources of information that you are each  aware of and it would be helpful if we all began sharing our notes .  finally , let me suggest that each of you begin thinking about the issue ( s )  that you feel most comfortable commenting upon and phrasing "" lead in ""  questions for me . i would like to build a list of such questions to  circulate among all so that we begin to get a feel for the range of topics  we will encounter in the discussion and begin to formulate our individual  opinions .  i hope that this note finds you all anticipating a wonderful holiday season  and thank you for participating in this inaugural "" think tank "" conference  on the future of business education .  sincerely yours ,  john  - revised workshop - planning . doc  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",0
"Subject: color copier  hello lyn ,  how are you ? certainly hope you enjoyed the holidays .  i have not received the color printer as of yet .  could you please provide me with information concerning this .  thanks  kevin moore",0
"Subject: alliance info alert  dear generation / power marketing executive :  the following is this week ' s alliance express newsletter , and a special  announcement regarding a proposed action by the financial accounting  standards board ( fasb ) .  fasb 133  fasb is considering an exception to statement of financial accounting  standards ( sfas ) no . 133 that will exempt energy companies from the  requirement to account for capacity contracts as derivatives . a vote against  the exception would result in a significant increase in earnings volatility ,  and raises other important concerns for energy suppliers . ( attached is a  summary of this issue . ) the board is expected to vote on this issue during  may 2001 . eei will be taking steps to appraise fasb of our concerns . if  you , or company cfo would like more information about this effort , please  contact richard mcmahon , executive director of the alliance of energy  suppliers , at rmcmahon @ eei . org , or at 202 - 508 - 5571 .  alliance of energy suppliers express   april 25 ,  2001  inside washington  federal affairs  * * * bill repealing puhca is approved by senate committee * * *  the senate banking committee today approved s 206 , a bill that repeals the  public utility holding company act of 1935 . the bill would repeal puhca and  transfer oversight of public utility holding companies from the securities  and exchange commission to the federal energy regulatory commission and  appropriate state agencies .  s . 206 was approved with two amendments . offered by sen . mike enzi ( r - wy ) ,  the first amendment would establish the electric energy market competition  task force to study competition in the wholesale and retail market for  electric energy in the united states . the task force would be made up of  representatives of ferc , the department of justice and the federal trade  commission , as well as non - voting representatives from the department of  agriculture and the securities and exchange commission . the amendment also  contained a provision , co - sponsored by sen . paul sarbanes ( d - md ) , that would  preserve ferc ' s authority to require that energy rates are reasonable and do  not include the pass - through of holding company costs that are unrelated to  energy .  another amendment , offered by sen . jon corzine ( d - nj ) , initiated a study by  the general accounting office of the success of federal and state governments  in preventing anticompetitive practices by public utility holding companies  and in promoting competition and efficient energy markets .  * * * institute   s tax agreement with public power again introduced on hill * * *  the tax agreement eei reached with the american public power association  ( appa ) and the large public power council ( lppc ) again has been introduced in  the house . the bill ( hr 1459 ) contains the same provisions as were in a  measure ( hr 4971 ) , with technical corrections , introduced during the 106 th  congress . hr 1459 was introduced by rep . j . d . hayworth ( r - az ) and nine  original co - sponsors from the ways and means committee .  hr 1459 contains four key provisions with tax code changes : 1 ) the tax - free  sale or spin - off of transmission assets into an rto is allowed , 2 ) nuclear  decommissioning laws are adapted to a competitive market by allowing  deductions to a trust fund no longer subject to cost - of service ratemaking ,  3 ) the contributions in aid of construction ( ciac ) tax on interconnections to  transmission and distribution facilities is eliminated , and 4 ) private use  tax rules are changed to permit open access to transmission and distribution  facilities .  the measure was referred to the house ways and means committee , and eei has  urged congress to act without delay in moving it forward . enactment will  help encourage a vigorous but fair competitive environment , the institute  noted . the same legislation has been incorporated into s 389 , senate energy  committee chairman frank murkowski ' s ( r - ak ) energy security bill , and  stand - alone legislation could also be introduced . hearings are expected to  be held in both the senate finance and house ways and means committees ,  probably after consideration of president bush ' s individual tax proposal .  administration / ferc  * * * white house seeks $ 2 trillion budget in fiscal year 2002 * * *  president bush last week transmitted a $ 2 trillion fiscal year 2002 budget  request to capitol hill . the administration noted that its proposal  * moderates recent explosive growth in discretionary spending to four percent  in 2002 , * an increase of $ 26 billion over the preceding fiscal year . the  budget bid contains a $ 231 billion total surplus in 2002 , and projects a $ 5 . 6  trillion surplus over the next ten years .  in the energy area , the administration noted the federal government   s  * longstanding and evolving role * in the sector , pointing out that most  federal energy programs and agencies have no state or private counterparts .  it proposed about $ 2 . 8 billion in discretionary spending for energy programs ,  and about $ 2 . 1 billion in tax benefits , * mainly to encourage development of  traditional and alternative energy sources . * doe   s budget request was $ 19 . 2  billion , including $ 2 . 3 billion for energy resources programs . this later  figure represents a decrease of $ 196 million , or 7 . 9 percent , from fiscal  year 2001 .  in the environmental sector , the administration sought some $ 7 . 3 billion in  discretionary funding for epa , including a $ 3 . 7 billion operating program  focused on implementation of most federal pollution control laws .  * * * success of restructuring tied to energy strategy , ferc   s massey asserts * * *  electric restructuring may be in jeopardy , and its success * is in the hands  of regulators and policymakers , * ferc commissioner william massey has  asserted . speaking at a recent national governors association policy forum  in philadelphia , commissioner massey urged officials to pay attention to the  key elements of a national energy strategy .  first , he specified , there is a need for an adequate supply of the energy  commodity . turning to a second element , commissioner massey told forum  attendees that * all the supply in the world won   t help unless it can be  delivered over an adequate , efficient , non - discriminatory network . *  commissioner massey identified market structure as the third essential  element of a national energy strategy , while citing an inherent difficulty :  that * good structure cannot be easily parsed between wholesale and retail  jurisdictions . * accordingly , he said , ferc and the states must work together  on market structure .  the final element of a successful energy strategy , the commissioner  specified , is the need for aggressive ferc intervention when markets fail to  do their job . * if the states cannot depend on the wholesale market regulator  to ensure reasonable prices for consumers , * he cautioned , they * will surely  think twice before heading down the restructuring path . *  new generation  * * * dynegy to build second plant in kentucky * * *  dynegy has announced plans to construct a new 330 megawatt plant adjacent to  the riverside generating project in lawrence county , kentucky . dynegy will  sell the power generated at the plant in the wholesale market . commercial  operation is expected to begin first quarter of 2002 .  * * * ppl to expand generation capacity * * *  ppl corporation this week said it would build a 540 megawatt power plant near  chicago and would increase the capacity of its susquehanna nuclear plant by  100 megawatts . ceo william hecht said the illinois plant is expected to be  in service by the summer of 2002 .  * * * constellation energy group announces eight new plants * * *  constellation energy group this week announced that the company is scheduled  to bring four peaking power plants on line this summer . additionally , four  larger power plants are scheduled to enter service in the following two  summers . the four peaking plants are located in illinois , pennsylvania ,  virginia and west virginia . the larger power plants are under construction  in california , florida , illinois , and texas .  * we   re building in these seven states because they serve regions where  wholesale electricity is needed and where we can provide energy to support  our national power marketing business , * said constellation energy group  chairman and ceo christian poindexter .  * * * california energy commission approves construction of otay mesa generating  plant * * *  pg & e corporation   s national energy group ( neg ) last week announced that the  california energy commission ( cec ) has approved construction of the otay mesa  generating plant in san diego county , which the neg has developed . the 500  megawatt project will produce enough electricity to power about 1 , 000 homes .  after the development process is completed , calpine corporation will assume  ownership of the project and will construct and operate the plant . neg will  contract for up to half the plants output .  energy data  * * * weekly electric output ( week 15 ) * * *  electric output reached 63 , 528 gwh for the week ending april 14 ( week 15 ) ,  with the highest increase over 2000 levels in the south central states , which  both had a 12 . 6 percent increase over 2000 for week 15 . year - to - date , the  rocky mountain region experienced the greatest increase in output ( 7 . 6  percent ) over 2000 . for more information , email alliance @ eei . org .  the alliance express is a free news service sponsored by the alliance of  energy suppliers . this document can be redistributed . please send  questions , comments , or requests to alliance @ eei . org , or telephone  202 / 508 - 5680 .  nancy tarr  manager , business development  eei alliance of energy suppliers  701 pennsylvania ave . , n . w .  washington , d . c . 20004  telephone : 202 - 508 - 5680  fax : 202 - 508 - 5600  www . eei . org / alliance  ntarr @ eei . org  - text . htm  - fasb - the impact on energy companies of treatment of capacity c",0
"Subject: re : texas finance festival ( urgent request )  peggy ,  friday ( lunch , supper ) , sat ( breakfast , lunch ) . one person .  vince kaminski  peggy davies on 03 / 30 / 2000 04 : 21 : 36 pm  please respond to peggy davies  to : andres almazan , murray carlson  , kent daniel , wayne  ferson , denis gromb , john hund  , narasimhan jegadeesh , cindy  justice , matthias kahl ,  vince kaminski , anthony lynch  , thomas noe ,  robert parrino , manju puri ,  ehud ronn , laura starks ,  andrew subra , steathis tompaidis  cc :  subject : texas finance festival ( urgent request )  texas finance festival attendee  please respond to the below request asap  in preparing for the texas finance festival , we are needing to finalize the  meal counts . while we are excited about everyone coming , we do not want to  pay for meals ( expensive ones by the way when on the riverwalk in san  antonio ) if someone will not be in attendance . please indicate below the  meals you will be inattendance . if you have family / significant others coming  with you , please indicate the total number including yourself . thanks for  your help . bill petty  number to attend  friday lunch friday supper saturday  breakfast saturday lunch saturday supper  rfc 822 header  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  return - path :  received : from ccc _ petty ( ccc - petty . baylor . edu [ 129 . 62 . 162 . 79 ] )  by ccisol . baylor . edu ( 8 . 9 . 1 / 8 . 9 . 1 ) with smtp id oaa 21931  for ; thu , 30 mar 2000 14 : 35 : 32 - 0600 ( cst )  message - id :  date : 30 mar 00 14 : 34 : 59 - 0600  from : bill petty  subject : texas finacne festival ( urgent request )  to : peggy davies  x - mailer : quickmail pro 1 . 5 . 4 ( windows 32 )  x - priority : 3  mime - version : 1 . 0  reply - to : bill petty  content - type : text / plain ; charset = "" us - ascii ""  content - transfer - encoding : 8 bit  x - mime - autoconverted : from quoted - printable to 8 bit by ccisol . baylor . edu id  oaa 21931  status :  peggy davies  administrative assistant  department of finance , insurance , fax ( 254 ) 710 - 1092  peggy _ davies @ baylor . edu",0
"Subject: fwd : our conversation today  return - path :  from : awenda 2000 @ cs . com  full - name : awenda 2000  message - id :  date : mon , 4 dec 2000 12 : 47 : 07 est  subject : our conversation today  to : wkamins @ enron . com  mime - version : 1 . 0  content - type : multipart / mixed ; boundary = "" part 2 _ 12 . 59 ad 86 b . 275 d 329 b _ boundary ""  x - mailer : unknown sub 111  hi wincenty ,  it was a pleasure talking to you today . i am enclosing my resume and look  forward to talking to you again .  best regards  bibianna  - bibianna res . # 2 . doc",0
"Subject: steven roeder ( chemical engineer )  vince ,  i do not think that there is match with our group but i forwarded steve ' s  resume  to ford cooper and joe phalen of the water group .  regards ,  osman",0
Subject: ljm pricing  vince :  here are the files for pricing the deal without and with credit risk :  1 ) without credit risk :  2 ) with credit risk : ( two factor model )  talk to you tomorrow 1 : 00 pm .  thanks .  paulo issler,0
"Subject: organizational announcement  fyi .  - - - - - - - - - - - - - - - - - - - - - - forwarded by osman sezgen / hou / ees on 04 / 23 / 2001 02 : 29  pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron energy services  from : ees distribution 04 / 23 / 2001 01 : 29 pm  sent by : kay chapman  to : all ees  cc :  subject : organizational announcement  consistent with the floor talks of a couple weeks ago , we are following up  with an e - mail describing the latest changes in our risk and back - office  functions that are now complete . ees  , s risk management and the vast majority  of ees  , s risk controls and operations group will become a new group in enron  wholesale services . this group  , s sole function will be to provide pricing ,  structuring , commodity risk management , logistics and back - office services  for ees . both don black and wanda curry will report to the ews office of the  chairman .  this change was driven by the explosive growth of ees and the resulting need  to tap the systems , resources and risk expertise of the wholesale groups in  order to continue to grow and take advantage of current market  opportunities . this change will allow us to more quickly capture the  benefits of scale , process , and technology in risk , logistics and back - office  functions from the larger enron capability . as discussed at the all employee  meeting in march , these are important objectives , and this change allows us  to reach those goals more quickly .  specifically , the following groups within the former ees risk management  group , will become a part of this new group reporting to don black :  - the gas , power and tariff desks ,  - the options desk ,  - the site profiles and consumption desks , and  - the matrix products / secondary products desks .  the dsm group and iam , along with its execution capability , will remain in  ees and report to the ees office of the chairman . we are pleased to announce  that ozzie pagan has agreed to lead this function . ozzie is an established  commercial dealmaker in ena . he has experience in power trading , origination  and plant development . in addition , the services group , which will provide  billing , information and other retail services , led by evan hughes , will  remain in ees and report to the ees ooc . all support functions , within the  former ees risk controls and operations group , that currently support the dsm  and the services groups , will remain in ees . the remaining parts of the risk  controls and operations group will become part of ews reporting to wanda  curry . as part of this change , we are pleased to add evan hughes and ozzie  pagan to the ees operating committee .  in addition , the structuring group , led by sean holmes , will be re - named deal  management . the vision for this group remains the same as that discussed at  the all employee meeting ; however , it will also facilitate and ensure  productive transaction interaction between ees and ews .  we have asked , marty sunde , as part of his vice chairman role , to resource  and lead a formal restructuring group to enhance or protect value in several  key transactions in our portfolio primarily in california .  the newly created it function , led by anthony dayao , will continue to report  into the ees ooc but will support both ees and ews it requirements .  other than these changes , the organizational structure , vision and objectives  detailed out for ees at the all - employee meeting in march remain . we need to  continue to understand and drive deeper into our markets , manage our client  relationships , mine our portfolio , build new products and execute on our  opportunities .  thanks for all your hard work . with your help we will become the worlds  leading energy retailer and enron  , s leading division . if you have any  questions please do not hesitate to ask",0
"Subject: enside draft  good afternoon !  attached , please find the combined interview notes for the first draft of the  article for the enside newsletter . read and review your sections - they are  divided by color . vince , please check ' everything ' for content and accuracy .  feel free to make corrections and delete anything as you see fit .  please make changes and then send back to me . i need it by wednesday , april  4 , if possible .  call me if you have any questions !  kathie grabstald  ews public relations  x 3 - 9610  p . s . i am looking forward to the photo shoot on friday , march 30 at 2 : 30 pm .  i will meet you all in front of the building at the big e !",0
"Subject: re : marketpoint license agreement  dale ,  thanks for your message . in our phone conversation before the meeting you  mentioned  another contractual arrangement under which we could work with your company  employees on a case - study .  the cost of a weekly project would be $ 12 , 000 that would be applied to the  purchase price should  we go ahead and decide to acquire the software . this project would allow us  to evaluate the model and  come up with an estimate of the manpower necessary to support the model  internally .  please , let me know more about this option .  we are primarily interested in a long - term natural gas model and the database  for north america .  unless a familiarity with the short term model is a prerequisite , we don ' t  have resources to spend too much time on it .  of course , a trading desk may be interested in the short term  version of the model . i shall talk to them about it .  vince  "" dale m . nesbitt "" on 11 / 13 / 2000 06 : 00 : 05 pm  to : , "" vince . j . kaminski ""  cc :  subject : marketpoint license agreement  john / vince :  i really enjoyed the meeting the other day with you and a broad cross  section of your people . thank you very much for setting it up , and thank  you for giving me the opportunity to speak with your people .  as i mentioned to john , i am sending you the license paperwork for  marketpoint . i have attached our standard license agreement for your  consideration . as i mentioned , the license agreement covers the entire  bundled product , which includes  ? north american gas , short and long term  ? north american electricity , short and long term  ? world gas  ? western european gas  ? world oil  we are just finishing porting the world oil , world gas , and western european  gas models over from our old ( now obsolete ) software system into  marketpoint , so they will not be fully tested and complete for a couple of  months . however , the gas and electricity models for north america are  presently complete and tested . that should allow us to give you an  attractive price before the full worldwide toolkit is available throughout  your worldwide business .  as i understood it , you will want the gas modeling capability first and will  want to defer decisions on electric or other capability . as i mentioned at  the meeting , we are prepared to offer that for approximately  the fully  bundled price . as you read the license agreement , you will see that the  software licenses for $ 100 , 000 annually , the gas data for $ 5 , 000 , and the  electric data for $ 10 , 000 . marketpoint will agree to license you the gas  model plus the data for  the software license plus the data license for a  total of $ 55 , 000 annually . this is just under  the fully bundled price . i  think that is consistent with the discussions at our meeting , and from  marketpoint  , s perspective would provide a great basis to move forward  together with enron . if or when enron ever desires to  & scale up  8 to another  model or model ( s ) from the marketpoint portfolio , we will simply scale you  up to the entire license agreement . this will allow you to decouple the gas  decision from any other decisions you might make . ( i will be glad to put  this additional pricing provision into the agreement if you decide to move  forward . )  i felt i was able to communicate the philosophy , scope , and operation of our  approach during the meeting and to deliver you much of the information you  might need to evaluate whether marketpoint meets your needs . i thought you  were able to see the depth and sophistication of the product yet at the same  time its simplicity and effectiveness . i thought you were able to see the  benefits of the marketpoint dimension of economic equilibrium as a  complement and supplement to other approaches you will assuredly use . i  would be interested in your impressions and those of your colleagues . i  look forward to your response and to moving ahead together . we view you as  a very important prospective customer and client and will work with you to  earn and secure your business .  if you decide to license marketpoint , we can arrange to transfer and mount  marketpoint and the short term narg model ( which is the model we suggest you  begin with ) and travel to houston to deliver our 1  day training seminar .  our clients are usually very fluent after that 1  day training seminar .  thereafter , we would want you to work with the short term narg model for a  few weeks while you get up to speed , very fluent , and very comfortable  before you take delivery of the longer term version of narg several weeks  later .  thanks again , and all the best . if there is some item from the meeting that  i might have forgotten to send , please remind me . my notes don ' t show  anything , but i was speaking a lot rather than writing notes during the  meeting and might have overlooked something someone wanted .  dale nesbitt  president  marketpoint inc .  27121 adonna ct .  los altos hills , ca 94022  ( 650 ) 218 - 3069  dale . nesbitt @ marketpointinc . com  - license . doc",0
"Subject: re : gsia visit  duane ,  sorry i will miss you . i have a meeting with chester already on my schedule .  vince  ds 64 @ cyrus . andrew . cmu . edu on 10 / 31 / 2000 03 : 40 : 40 pm  to : "" vince j kaminski ""  cc : "" chester s spatt "" , "" pierre - philippe ste - marie ""  subject : gsia visit  vince ,  this friday during your visit i will be in california for a cousin ' s  wedding . i am having miserable luck connecting with you . however , while  you are at gsia , chester spatt ( one of my co - authors ) would like to meet  with you if your schedule permits . i am copying him on this email so you  can contact him directly . please also let peirre ( who is also copied on this  email ) know whatever you work out .  see you next time i hope ,  duane  * * * * * * * *  duane seppi  graduate school of industrial administration  carnegie mellon university  pittsburgh pa 15213 - 3890  tel . ( 412 ) 268 - 2298  fax ( 412 ) 268 - 8896  email ds 64 + @ andrew . cmu . edu",0
